,,booking_id.jan,amount.jan,room_night.jan,booking_id.feb,amount.feb,room_night.feb,booking_id.march,amount.march,room_night.feb
381,87662,1.0,5977.0,2 days 00:00:00.000000000,,,,,,
382,87679,1.0,3117.0,2 days 00:00:00.000000000,,,,1.0,1559.0,
383,87764,5.0,8705.0,2 days 00:00:00.000000000,,,,,,
384,87768,3.0,28368.0,5 days 00:00:00.000000000,,,,1.0,2859.0,
385,88392,1.0,9676.0,3 days 00:00:00.000000000,,,,,,
386,88774,1.0,31585.0,4 days 00:00:00.000000000,,,,,,
387,88939,3.0,10397.0,3 days 00:00:00.000000000,,,,,,
388,89579,2.0,15725.0,1 days 00:00:00.000000000,,,,,,
389,89811,1.0,1689.0,1 days 00:00:00.000000000,,,,,,
390,89928,1.0,5067.0,2 days 00:00:00.000000000,,,,,,
391,90036,2.0,9033.0,2 days 00:00:00.000000000,,,,,,
392,90625,1.0,2079.0,1 days 00:00:00.000000000,1.0,2404.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
393,91083,1.0,2534.0,1 days 00:00:00.000000000,,,,,,
394,91702,1.0,2794.0,1 days 00:00:00.000000000,,,,,,
395,92309,1.0,2079.0,,,,,,,
396,92482,1.0,2404.0,1 days 00:00:00.000000000,,,,,,
397,92590,1.0,3119.0,,,,,,,
398,92904,4.0,12021.0,2 days 00:00:00.000000000,,,,,,
399,93144,1.0,1732.0,,,,,,,
400,93264,1.0,1300.0,1 days 00:00:00.000000000,,,,,,
401,94034,1.0,2811.0,,,,,,,
402,94377,1.0,3576.0,1 days 00:00:00.000000000,1.0,2274.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
403,95113,1.0,6626.0,3 days 00:00:00.000000000,,,,,,
404,95174,1.0,2092.0,1 days 00:00:00.000000000,,,,,,
405,96106,1.0,6431.0,3 days 00:00:00.000000000,,,,,,
406,96563,1.0,2274.0,1 days 00:00:00.000000000,,,,1.0,2339.0,
407,97046,1.0,3184.0,,,,,,,
408,97164,1.0,2276.0,1 days 00:00:00.000000000,,,,,,
409,97682,1.0,5214.0,,,,,,,
410,97775,2.0,6101.0,1 days 00:00:00.000000000,,,,,,
411,98294,1.0,1949.0,1 days 00:00:00.000000000,1.0,2404.0,,,,
412,98338,1.0,2924.0,,,,,,,
413,98373,2.0,3768.0,1 days 00:00:00.000000000,,,,,,
414,99316,1.0,7391.0,3 days 00:00:00.000000000,,,,,,
415,99396,1.0,2144.0,1 days 00:00:00.000000000,1.0,2404.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
416,99794,1.0,2042.0,1 days 00:00:00.000000000,,,,,,
417,100139,1.0,8447.0,2 days 00:00:00.000000000,,,,2.0,21572.0,
418,100201,1.0,2014.0,,,,,,,
419,100536,1.0,2404.0,,,,,,,
420,100627,2.0,7668.0,,,,,,,
421,100836,1.0,3637.0,,,,,,,
422,100962,1.0,2094.0,,,,,,,
423,101548,3.0,5524.0,1 days 00:00:00.000000000,,,,,,
424,101625,2.0,3703.0,1 days 00:00:00.000000000,,,,1.0,1884.0,
425,101925,1.0,12667.0,,,,,,,
426,102430,1.0,2469.0,,,,,,,
427,103003,1.0,2977.0,,,,,,,
428,103317,1.0,2236.0,1 days 00:00:00.000000000,,,,,,
429,105510,1.0,2783.0,1 days 00:00:00.000000000,,,,,,
430,106210,5.0,12679.0,3 days 00:00:00.000000000,3.0,9355.0,1 days 00:00:00.000000000,2.0,8944.0,1 days 00:00:00.000000000
431,106307,1.0,2795.0,2 days 00:00:00.000000000,,,,,,
432,106764,1.0,2274.0,,,,,1.0,2209.0,
433,106973,2.0,6043.0,,,,,1.0,2729.0,
434,106977,1.0,2534.0,,,,,1.0,2469.0,
435,107073,2.0,5416.0,1 days 00:00:00.000000000,,,,,,
436,107105,1.0,4488.0,2 days 00:00:00.000000000,,,,,,
437,107187,1.0,3704.0,1 days 00:00:00.000000000,,,,,,
438,107631,1.0,3509.0,1 days 00:00:00.000000000,,,,,,
439,107726,2.0,19624.0,2 days 00:00:00.000000000,,,,,,
440,108129,2.0,5003.0,2 days 00:00:00.000000000,,,,,,
441,108169,1.0,1949.0,,,,,,,
442,108360,2.0,5068.0,1 days 00:00:00.000000000,2.0,4223.0,1 days 00:00:00.000000000,4.0,9321.0,1 days 00:00:00.000000000
443,108885,1.0,3563.0,,1.0,5524.0,,,,
444,109075,1.0,1884.0,1 days 00:00:00.000000000,,,,2.0,3638.0,
445,109945,1.0,7082.0,,,,,,,
446,109973,2.0,4743.0,1 days 00:00:00.000000000,,,,1.0,1840.0,
447,110246,1.0,1949.0,1 days 00:00:00.000000000,,,,,,
448,110402,1.0,1949.0,,,,,,,
449,111098,1.0,2664.0,1 days 00:00:00.000000000,1.0,3487.0,,,,
450,111153,1.0,2599.0,1 days 00:00:00.000000000,,,,,,
451,111950,1.0,2729.0,1 days 00:00:00.000000000,1.0,3588.0,,1.0,2197.0,
452,112615,3.0,11755.0,2 days 00:00:00.000000000,,,,,,
453,112633,1.0,3379.0,,,,,,,
454,112913,1.0,26255.0,4 days 00:00:00.000000000,,,,,,
455,112916,1.0,7093.0,2 days 00:00:00.000000000,,,,1.0,2274.0,
456,113889,2.0,4257.0,2 days 00:00:00.000000000,1.0,1754.0,1 days 00:00:00.000000000,3.0,6261.0,1 days 00:00:00.000000000
457,114013,2.0,13449.0,,,,,2.0,6368.0,
458,114316,2.0,4808.0,,1.0,2274.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
459,114490,1.0,2339.0,1 days 00:00:00.000000000,1.0,2079.0,1 days 00:00:00.000000000,2.0,4288.0,1 days 00:00:00.000000000
460,114763,1.0,4614.0,,,,,,,
461,115548,1.0,5456.0,,,,,,,
462,116791,1.0,1689.0,,,,,,,
463,117378,1.0,5717.0,2 days 00:00:00.000000000,1.0,2274.0,1 days 00:00:00.000000000,1.0,7277.0,1 days 00:00:00.000000000
464,117605,1.0,3461.0,2 days 00:00:00.000000000,,,,,,
465,118118,1.0,4224.0,1 days 00:00:00.000000000,,,,,,
466,119048,1.0,3227.0,,,,,,,
467,119112,3.0,6302.0,1 days 00:00:00.000000000,,,,1.0,2053.0,
468,119314,1.0,2404.0,,,,,,,
469,119441,1.0,18194.0,,,,,,,
470,119466,3.0,9617.0,,2.0,4483.0,,,,
471,119500,3.0,6466.0,2 days 00:00:00.000000000,,,,,,
472,119565,2.0,6498.0,2 days 00:00:00.000000000,1.0,3314.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
473,120340,2.0,13323.0,2 days 00:00:00.000000000,1.0,2600.0,,1.0,4549.0,
474,120371,1.0,3184.0,1 days 00:00:00.000000000,,,,,,
475,120625,1.0,2058.0,1 days 00:00:00.000000000,1.0,2339.0,,,,
476,121394,1.0,3726.0,2 days 00:00:00.000000000,,,,,,
477,121464,1.0,3509.0,1 days 00:00:00.000000000,,,,4.0,12764.0,
478,121598,1.0,6562.0,2 days 00:00:00.000000000,,,,,,
479,121674,1.0,10917.0,2 days 00:00:00.000000000,,,,,,
480,122472,1.0,3249.0,1 days 00:00:00.000000000,,,,,,
481,122584,2.0,16114.0,4 days 00:00:00.000000000,2.0,19556.0,3 days 00:00:00.000000000,3.0,15398.0,3 days 00:00:00.000000000
482,122587,1.0,1949.0,1 days 00:00:00.000000000,,,,,,
483,123820,1.0,2079.0,1 days 00:00:00.000000000,,,,,,
484,123932,1.0,3899.0,1 days 00:00:00.000000000,,,,,,
485,124801,1.0,3379.0,,,,,,,
486,125092,1.0,1559.0,1 days 00:00:00.000000000,1.0,2664.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
487,125127,1.0,6174.0,,,,,,,
488,125141,1.0,1732.0,,,,,,,
489,126313,2.0,6043.0,2 days 00:00:00.000000000,,,,,,
490,126315,1.0,16372.0,6 days 00:00:00.000000000,,,,,,
491,126821,2.0,7991.0,3 days 00:00:00.000000000,2.0,6561.0,,,,
492,127446,1.0,2599.0,1 days 00:00:00.000000000,,,,,,
493,127661,1.0,14551.0,7 days 00:00:00.000000000,,,,,,
494,127850,3.0,6778.0,1 days 00:00:00.000000000,,,,,,
495,127919,1.0,1559.0,1 days 00:00:00.000000000,,,,,,
496,128226,1.0,7406.0,3 days 00:00:00.000000000,1.0,2534.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
497,128513,1.0,2050.0,1 days 00:00:00.000000000,,,,,,
498,128702,2.0,4298.0,1 days 00:00:00.000000000,,,,,,
499,128782,1.0,3249.0,,,,,,,
500,128921,1.0,1620.0,,,,,,,
501,129376,1.0,2404.0,,1.0,2852.0,1 days 00:00:00.000000000,1.0,2469.0,1 days 00:00:00.000000000
502,130031,1.0,1949.0,1 days 00:00:00.000000000,,,,,,
503,130034,1.0,7797.0,,,,,1.0,5587.0,
504,130118,1.0,4029.0,,,,,,,
505,130844,1.0,3704.0,,,,,,,
506,131261,2.0,6368.0,1 days 00:00:00.000000000,2.0,5523.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
507,132187,1.0,2079.0,1 days 00:00:00.000000000,,,,1.0,1494.0,
508,132447,1.0,11177.0,2 days 00:00:00.000000000,,,,,,
509,132971,1.0,9097.0,2 days 00:00:00.000000000,,,,,,
510,133115,3.0,13837.0,6 days 00:00:00.000000000,1.0,2144.0,1 days 00:00:00.000000000,2.0,8444.0,1 days 00:00:00.000000000
511,133215,1.0,5457.0,,,,,,,
512,133250,2.0,6693.0,2 days 00:00:00.000000000,1.0,3099.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
513,133399,3.0,22111.0,10 days 00:00:00.000000000,1.0,8835.0,4 days 00:00:00.000000000,,,4 days 00:00:00.000000000
514,133740,1.0,8206.0,3 days 00:00:00.000000000,,,,,,
515,134413,1.0,3054.0,,2.0,6108.0,1 days 00:00:00.000000000,3.0,10493.0,1 days 00:00:00.000000000
516,134588,1.0,2989.0,,,,,,,
517,134836,2.0,5848.0,2 days 00:00:00.000000000,4.0,11826.0,,1.0,2599.0,
518,134918,1.0,2253.0,1 days 00:00:00.000000000,,,,,,
519,135460,2.0,9799.0,1 days 00:00:00.000000000,,,,,,
520,135873,1.0,1559.0,1 days 00:00:00.000000000,2.0,6561.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
521,136170,1.0,3184.0,1 days 00:00:00.000000000,,,,1.0,1884.0,
522,136431,3.0,6952.0,2 days 00:00:00.000000000,,,,,,
523,136456,1.0,1559.0,1 days 00:00:00.000000000,,,,,,
524,137078,1.0,4742.0,,,,,,,
525,137115,1.0,1884.0,1 days 00:00:00.000000000,,,,,,
526,137366,1.0,3314.0,1 days 00:00:00.000000000,,,,,,
527,137438,1.0,6698.0,,,,,,,
528,137492,8.0,15986.0,7 days 00:00:00.000000000,7.0,15467.0,6 days 00:00:00.000000000,3.0,6367.0,6 days 00:00:00.000000000
529,137548,1.0,2469.0,1 days 00:00:00.000000000,,,,,,
530,137573,2.0,5393.0,,1.0,2144.0,,,,
531,137974,2.0,4223.0,2 days 00:00:00.000000000,,,,,,
532,138055,1.0,3249.0,1 days 00:00:00.000000000,1.0,3314.0,,,,
533,138579,1.0,91962.0,,,,,,,
534,138882,2.0,5781.0,2 days 00:00:00.000000000,,,,,,
535,139720,2.0,12539.0,,,,,,,
536,139865,1.0,2664.0,,1.0,14555.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
537,140493,12.0,51264.0,,8.0,40895.0,,13.0,77644.0,
538,140507,1.0,5327.0,,,,,1.0,5792.0,
539,140961,2.0,4782.0,1 days 00:00:00.000000000,1.0,1905.0,,,,
540,141064,1.0,2209.0,,1.0,1949.0,,,,
541,141373,2.0,4223.0,2 days 00:00:00.000000000,,,,1.0,3702.0,
542,141491,1.0,2274.0,1 days 00:00:00.000000000,,,,,,
543,141740,1.0,2404.0,,,,,3.0,6317.0,
544,141761,1.0,1754.0,,,,,,,
545,142186,1.0,1732.0,1 days 00:00:00.000000000,,,,1.0,1949.0,
546,142265,1.0,2989.0,,,,,,,
547,143237,1.0,2599.0,,,,,,,
548,143338,8.0,17087.0,8 days 00:00:00.000000000,,,,,,
549,143969,1.0,5977.0,2 days 00:00:00.000000000,,,,,,
550,143977,2.0,8054.0,2 days 00:00:00.000000000,,,,,,
551,144450,1.0,3509.0,1 days 00:00:00.000000000,,,,,,
552,144642,1.0,2079.0,1 days 00:00:00.000000000,,,,,,
553,145486,1.0,4939.0,,,,,,,
554,145504,1.0,3510.0,2 days 00:00:00.000000000,,,,,,
555,145744,2.0,4613.0,1 days 00:00:00.000000000,1.0,2339.0,1 days 00:00:00.000000000,3.0,6432.0,1 days 00:00:00.000000000
556,146584,1.0,2079.0,,,,,,,
557,146588,1.0,2859.0,1 days 00:00:00.000000000,,,,,,
558,146622,2.0,3963.0,2 days 00:00:00.000000000,2.0,4908.0,2 days 00:00:00.000000000,6.0,12084.0,2 days 00:00:00.000000000
559,148274,1.0,4547.0,2 days 00:00:00.000000000,,,,1.0,7601.0,
560,148275,1.0,1314.0,1 days 00:00:00.000000000,,,,1.0,1039.0,
561,148431,2.0,7018.0,2 days 00:00:00.000000000,,,,,,
562,149241,1.0,2989.0,1 days 00:00:00.000000000,,,,,,
563,150171,1.0,3509.0,,,,,,,
564,150731,1.0,26512.0,,,,,,,
565,150771,3.0,7147.0,1 days 00:00:00.000000000,1.0,2404.0,1 days 00:00:00.000000000,1.0,2339.0,1 days 00:00:00.000000000
566,150865,1.0,4484.0,,,,,,,
567,151220,1.0,3897.0,2 days 00:00:00.000000000,,,,,,
568,151502,1.0,2339.0,,,,,,,
569,151526,1.0,3704.0,,,,,,,
570,151754,1.0,1884.0,1 days 00:00:00.000000000,,,,2.0,7731.0,
571,151804,1.0,3236.0,,,,,,,
572,151818,1.0,2274.0,1 days 00:00:00.000000000,,,,,,
573,152290,1.0,2664.0,1 days 00:00:00.000000000,,,,,,
574,152455,1.0,6201.0,,,,,,,
575,152685,1.0,2757.0,,,,,,,
576,153421,6.0,19589.0,,,,,,,
577,153931,1.0,2079.0,,1.0,2079.0,,4.0,7543.0,
578,154248,2.0,4288.0,,,,,,,
579,154473,1.0,2924.0,1 days 00:00:00.000000000,,,,,,
580,154952,3.0,5496.0,2 days 00:00:00.000000000,,,,,,
581,155124,3.0,12280.0,,,,,,,
582,155186,1.0,1884.0,1 days 00:00:00.000000000,2.0,6366.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
583,155740,1.0,3769.0,,,,,,,
584,155955,1.0,1884.0,,,,,,,
585,156920,1.0,3379.0,,,,,,,
586,158040,1.0,6107.0,,,,,,,
587,158173,1.0,4744.0,1 days 00:00:00.000000000,,,,,,
588,158276,1.0,4549.0,1 days 00:00:00.000000000,,,,,,
589,159297,1.0,14815.0,,,,,,,
590,159422,1.0,2102.0,1 days 00:00:00.000000000,,,,,,
591,159675,1.0,6237.0,,,,,,,
592,160469,1.0,2014.0,,,,,,,
593,160575,1.0,2339.0,,,,,,,
594,160722,1.0,1819.0,1 days 00:00:00.000000000,1.0,1624.0,1 days 00:00:00.000000000,1.0,1494.0,1 days 00:00:00.000000000
595,161206,1.0,2859.0,1 days 00:00:00.000000000,1.0,2924.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
596,161333,1.0,1559.0,1 days 00:00:00.000000000,,,,,,
597,161755,1.0,1949.0,,,,,,,
598,162144,2.0,9486.0,2 days 00:00:00.000000000,1.0,3249.0,,2.0,5978.0,
599,162220,1.0,3985.0,1 days 00:00:00.000000000,,,,,,
600,162221,1.0,14035.0,,,,,,,
601,162418,1.0,4029.0,1 days 00:00:00.000000000,,,,,,
602,162727,1.0,2664.0,1 days 00:00:00.000000000,2.0,6303.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
603,162890,3.0,6887.0,2 days 00:00:00.000000000,1.0,2014.0,1 days 00:00:00.000000000,2.0,4483.0,1 days 00:00:00.000000000
604,162896,1.0,3463.0,2 days 00:00:00.000000000,,,,,,
605,163001,1.0,1819.0,1 days 00:00:00.000000000,,,,,,
606,163241,2.0,4028.0,1 days 00:00:00.000000000,,,,3.0,6562.0,
607,163261,1.0,2274.0,,,,,,,
608,163441,1.0,2209.0,1 days 00:00:00.000000000,,,,,,
609,163562,1.0,3588.0,1 days 00:00:00.000000000,,,,,,
610,163768,1.0,5457.0,2 days 00:00:00.000000000,,,,,,
611,163779,1.0,3119.0,1 days 00:00:00.000000000,,,,,,
612,164024,1.0,2924.0,1 days 00:00:00.000000000,,,,,,
613,164179,1.0,1998.0,1 days 00:00:00.000000000,,,,,,
614,164983,1.0,2785.0,1 days 00:00:00.000000000,,,,,,
615,165031,3.0,5977.0,2 days 00:00:00.000000000,2.0,3638.0,1 days 00:00:00.000000000,2.0,3963.0,1 days 00:00:00.000000000
616,165056,1.0,2469.0,1 days 00:00:00.000000000,,,,,,
617,165241,1.0,4677.0,,,,,,,
618,165303,1.0,2599.0,1 days 00:00:00.000000000,1.0,2664.0,,,,
619,166300,1.0,5004.0,1 days 00:00:00.000000000,2.0,9878.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
620,166643,1.0,2664.0,,,,,,,
621,166969,1.0,4029.0,,,,,,,
622,168301,2.0,4808.0,2 days 00:00:00.000000000,3.0,6432.0,3 days 00:00:00.000000000,2.0,4158.0,3 days 00:00:00.000000000
623,168358,1.0,4419.0,1 days 00:00:00.000000000,,,,,,
624,168886,1.0,2404.0,,,,,,,
625,168983,1.0,2201.0,,,,,,,
626,169224,1.0,5654.0,,,,,,,
627,169327,1.0,6482.0,2 days 00:00:00.000000000,,,,,,
628,170174,2.0,14036.0,,7.0,31646.0,7 days 00:00:00.000000000,,,7 days 00:00:00.000000000
629,170766,3.0,18775.0,,,,,,,
630,171124,1.0,2729.0,,,,,,,
631,171359,1.0,2404.0,1 days 00:00:00.000000000,1.0,3704.0,1 days 00:00:00.000000000,1.0,3379.0,1 days 00:00:00.000000000
632,171363,1.0,1859.0,1 days 00:00:00.000000000,,,,,,
633,171463,1.0,7016.0,3 days 00:00:00.000000000,,,,,,
634,171636,2.0,4158.0,1 days 00:00:00.000000000,,,,,,
635,171782,1.0,1754.0,1 days 00:00:00.000000000,,,,,,
636,171784,1.0,2664.0,1 days 00:00:00.000000000,1.0,3054.0,1 days 00:00:00.000000000,1.0,2014.0,1 days 00:00:00.000000000
637,172006,1.0,3752.0,1 days 00:00:00.000000000,,,,,,
638,172055,2.0,7473.0,2 days 00:00:00.000000000,1.0,2794.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
639,172653,1.0,1689.0,,2.0,12864.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
640,173243,3.0,8780.0,,,,,4.0,7419.0,
641,173521,1.0,7601.0,3 days 00:00:00.000000000,,,,,,
642,175626,1.0,2404.0,,,,,,,
643,177670,2.0,3638.0,1 days 00:00:00.000000000,,,,,,
644,177755,1.0,2209.0,1 days 00:00:00.000000000,,,,,,
645,177898,3.0,6173.0,1 days 00:00:00.000000000,,,,,,
646,178405,1.0,2274.0,1 days 00:00:00.000000000,,,,1.0,2339.0,
647,178968,1.0,1819.0,1 days 00:00:00.000000000,,,,,,
648,179662,1.0,3964.0,,,,,,,
649,179812,1.0,1819.0,1 days 00:00:00.000000000,,,,1.0,1708.0,
650,179988,1.0,5654.0,,,,,,,
651,180029,1.0,2404.0,1 days 00:00:00.000000000,,,,,,
652,180731,1.0,4607.0,2 days 00:00:00.000000000,,,,1.0,2414.0,
653,180948,1.0,1559.0,1 days 00:00:00.000000000,,,,,,
654,181249,1.0,1429.0,1 days 00:00:00.000000000,,,,2.0,2988.0,
655,181599,1.0,6360.0,4 days 00:00:00.000000000,1.0,5690.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
656,181839,1.0,1949.0,1 days 00:00:00.000000000,,,,,,
657,181852,1.0,1624.0,1 days 00:00:00.000000000,,,,,,
658,182041,1.0,1884.0,,,,,,,
659,182276,1.0,1980.0,1 days 00:00:00.000000000,,,,,,
660,182461,1.0,9747.0,,,,,,,
661,182493,1.0,2469.0,,,,,,,
662,182860,1.0,2014.0,1 days 00:00:00.000000000,1.0,1884.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
663,183245,1.0,5589.0,,,,,,,
664,183351,1.0,8528.0,4 days 00:00:00.000000000,2.0,13726.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
665,183557,1.0,2599.0,,1.0,2989.0,,,,
666,183919,1.0,2664.0,1 days 00:00:00.000000000,,,,1.0,3224.0,
667,184360,1.0,2989.0,,,,,,,
668,185192,1.0,4157.0,2 days 00:00:00.000000000,,,,,,
669,185389,1.0,3054.0,1 days 00:00:00.000000000,,,,,,
670,186088,1.0,3314.0,1 days 00:00:00.000000000,,,,,,
671,186338,1.0,8445.0,,,,,,,
672,186429,1.0,3964.0,,,,,,,
673,187164,1.0,2859.0,1 days 00:00:00.000000000,,,,,,
674,187489,1.0,2153.0,,,,,,,
675,188854,6.0,20079.0,3 days 00:00:00.000000000,3.0,9390.0,,7.0,22903.0,
676,189029,1.0,29049.0,,,,,,,
677,189124,1.0,2989.0,1 days 00:00:00.000000000,,,,,,
678,189288,1.0,1559.0,1 days 00:00:00.000000000,,,,2.0,10786.0,
679,189314,1.0,3160.0,,,,,2.0,6452.0,
680,189468,1.0,4417.0,2 days 00:00:00.000000000,,,,1.0,4742.0,
681,189707,2.0,11434.0,2 days 00:00:00.000000000,,,,,,
682,189769,2.0,11834.0,5 days 00:00:00.000000000,,,,,,
683,189822,1.0,1689.0,1 days 00:00:00.000000000,,,,,,
684,190136,1.0,1606.0,,1.0,2079.0,,,,
685,190191,2.0,8444.0,4 days 00:00:00.000000000,,,,2.0,6431.0,
686,190240,1.0,1689.0,1 days 00:00:00.000000000,,,,,,
687,190841,1.0,2270.0,1 days 00:00:00.000000000,,,,,,
688,191472,1.0,1689.0,,,,,,,
689,191500,1.0,2044.0,,,,,,,
690,191576,1.0,2018.0,1 days 00:00:00.000000000,,,,,,
691,191775,1.0,2079.0,1 days 00:00:00.000000000,,,,,,
692,192035,2.0,5133.0,2 days 00:00:00.000000000,,,,1.0,2274.0,
693,192084,3.0,7992.0,1 days 00:00:00.000000000,1.0,2847.0,,,,
694,192162,2.0,4483.0,1 days 00:00:00.000000000,,,,,,
695,192192,1.0,2209.0,1 days 00:00:00.000000000,,,,,,
696,192648,1.0,3336.0,,,,,,,
697,193036,3.0,27267.0,2 days 00:00:00.000000000,3.0,32242.0,5 days 00:00:00.000000000,6.0,58216.0,5 days 00:00:00.000000000
698,193136,1.0,2469.0,,2.0,6786.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
699,193175,3.0,9030.0,4 days 00:00:00.000000000,2.0,7471.0,3 days 00:00:00.000000000,1.0,4547.0,3 days 00:00:00.000000000
700,193742,1.0,3832.0,2 days 00:00:00.000000000,,,,,,
701,194124,1.0,1819.0,1 days 00:00:00.000000000,,,,,,
702,194263,1.0,2079.0,1 days 00:00:00.000000000,,,,,,
703,194812,1.0,6822.0,,,,,,,
704,195264,1.0,4289.0,,,,,,,
705,195338,1.0,2144.0,1 days 00:00:00.000000000,,,,,,
706,195339,1.0,1819.0,,1.0,1819.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
707,195741,1.0,2859.0,,,,,,,
708,195788,1.0,2014.0,,,,,,,
709,195924,2.0,5198.0,,,,,2.0,5133.0,
710,196020,1.0,2339.0,,,,,,,
711,196588,1.0,2734.0,1 days 00:00:00.000000000,,,,,,
712,197267,1.0,3964.0,1 days 00:00:00.000000000,,,,,,
713,197313,1.0,4157.0,2 days 00:00:00.000000000,,,,,,
714,197635,1.0,3897.0,2 days 00:00:00.000000000,,,,,,
715,197674,2.0,5263.0,1 days 00:00:00.000000000,,,,,,
716,198590,1.0,2144.0,1 days 00:00:00.000000000,,,,,,
717,198997,1.0,18057.0,,,,,,,
718,199293,1.0,2274.0,1 days 00:00:00.000000000,,,,,,
719,211,,,,1.0,1754.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
720,292,,,,1.0,5719.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
721,1731,,,,1.0,1819.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
722,2029,,,,1.0,3119.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
723,2161,,,,2.0,5458.0,,,,
724,2562,,,,1.0,3388.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
725,3207,,,,1.0,1819.0,1 days 00:00:00.000000000,5.0,10460.0,1 days 00:00:00.000000000
726,3288,,,,1.0,3637.0,,,,
727,3398,,,,1.0,5651.0,3 days 00:00:00.000000000,2.0,7016.0,3 days 00:00:00.000000000
728,3510,,,,1.0,2144.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
729,3574,,,,1.0,11531.0,5 days 00:00:00.000000000,,,5 days 00:00:00.000000000
730,3772,,,,1.0,1732.0,,,,
731,3846,,,,1.0,1608.0,,,,
732,4141,,,,1.0,12476.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
733,4473,,,,1.0,2144.0,,,,
734,5397,,,,1.0,5756.0,2 days 00:00:00.000000000,2.0,3938.0,2 days 00:00:00.000000000
735,5633,,,,1.0,1624.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
736,6006,,,,1.0,2404.0,,1.0,1884.0,
737,6085,,,,2.0,4182.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
738,6114,,,,1.0,1856.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
739,6317,,,,1.0,6757.0,,,,
740,6845,,,,2.0,3118.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
741,6892,,,,1.0,1949.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
742,7105,,,,1.0,2816.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
743,7310,,,,1.0,4417.0,,,,
744,7443,,,,1.0,3054.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
745,7592,,,,3.0,6237.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
746,7845,,,,1.0,2011.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
747,8611,,,,1.0,5847.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
748,8680,,,,1.0,6934.0,,,,
749,8704,,,,2.0,5068.0,1 days 00:00:00.000000000,5.0,31508.0,1 days 00:00:00.000000000
750,8864,,,,1.0,2664.0,,1.0,1676.0,
751,9065,,,,1.0,7149.0,3 days 00:00:00.000000000,,,3 days 00:00:00.000000000
752,9108,,,,1.0,2469.0,,,,
753,9187,,,,1.0,3379.0,,,,
754,9330,,,,2.0,6658.0,1 days 00:00:00.000000000,3.0,14097.0,1 days 00:00:00.000000000
755,9560,,,,1.0,1364.0,,,,
756,9858,,,,4.0,7703.0,4 days 00:00:00.000000000,2.0,8703.0,4 days 00:00:00.000000000
757,9894,,,,1.0,2989.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
758,10362,,,,3.0,5652.0,2 days 00:00:00.000000000,4.0,8814.0,2 days 00:00:00.000000000
759,10629,,,,2.0,4288.0,1 days 00:00:00.000000000,1.0,1039.0,1 days 00:00:00.000000000
760,10757,,,,1.0,3184.0,,,,
761,10815,,,,1.0,4157.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
762,10965,,,,3.0,7281.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
763,11025,,,,2.0,3963.0,2 days 00:00:00.000000000,,,2 days 00:00:00.000000000
764,12114,,,,1.0,2491.0,1 days 00:00:00.000000000,,,1 days 00:00:00.000000000
765,12377,,,,1.0,11565.0,,1.0,6042.0,
766,12484,,,,1.0,2534.0,,,,
